dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2020-11-30 06:30:00,5,2189.64,4.02,39.41,1.61,14.19,278.15,309.86,25.08
2020-11-30 07:30:00,5,2616.88,15.65,40.78,0.48,17.64,309.65,350.2,23.81
2020-11-30 08:30:00,5,3070.83,28.39,44.55,6.71,21.22,340.28,388.29,25.84
2020-11-30 09:30:00,5,2056.12,4.75,39.41,94.41,31.47,263.1,290.85,20.77
2020-11-30 10:30:00,5,2056.12,4.36,33.59,130.18,32.9,273.93,303.31,23.56
2020-11-30 11:30:00,5,1976.01,2.79,26.73,185.97,34.33,289.41,319.26,24.57
2020-11-30 12:30:00,5,934.6,0.63,7.97,234.6,41.96,173.15,185.07,7.66
2020-11-30 13:30:00,5,767.71,0.43,5.74,231.74,40.05,145.63,155.34,6.27
2020-11-30 14:30:00,5,734.33,0.38,6.08,226.02,38.62,133.28,142.52,6.78
2020-11-30 15:30:00,5,934.6,0.88,17.48,188.83,38.62,138.99,152.53,14.69
2020-11-30 16:30:00,5,1321.79,0.78,35.64,135.9,38.15,162.14,183.83,24.83
2020-11-30 17:30:00,5,1695.63,0.05,50.72,90.12,34.33,186.78,216.62,31.41
2020-11-30 18:30:00,5,2029.42,0,60.32,58.65,31.47,213.83,251.59,36.99
2020-11-30 19:30:00,5,2269.75,0,60.32,48.64,29.09,241.57,285.85,39.52
2020-11-30 20:30:00,5,2296.45,0,53.47,53.64,26.7,259.46,305.61,38
2020-11-30 21:30:00,5,2376.56,0,52.09,50.07,23.13,278.54,327.01,36.99
2020-11-30 22:30:00,5,2670.29,0,57.58,34.33,21.22,306.86,360.45,34.96
2020-11-30 23:30:00,5,2723.69,0.01,57.58,29.68,20.03,317.45,370.58,29.13
2020-12-01 00:30:00,5,2536.77,0,52.78,32.19,21.22,312.07,360.08,31.67
2020-12-01 01:30:00,5,2429.96,0,50.72,31.83,25.99,312.71,357.92,44.58
2020-12-01 02:30:00,5,2429.96,0,52.78,29.33,31.95,322.82,367.56,61.81
2020-12-01 03:30:00,5,2456.67,0,56.21,27.18,37.19,332.49,377.69,79.04
2020-12-01 04:30:00,5,2403.26,0.01,56.89,25.75,41.01,337.02,382.22,92.21
2020-12-01 05:30:00,5,2376.56,0.02,56.89,22.35,40.05,340.84,385.58,92.21
2020-12-01 06:30:00,5,2456.67,0.39,59.63,13.41,33.85,350.58,396.26,72.96
2020-12-01 07:30:00,5,2883.91,6.82,65.12,2.48,29.33,379.51,432.16,47.12
2020-12-01 08:30:00,5,3337.86,22.13,61.69,8.32,28.13,409.84,468.09,33.95
2020-12-01 09:30:00,5,2536.77,7.6,55.52,70.1,38.62,347.35,387.43,26.85
2020-12-01 10:30:00,5,2376.56,6.31,47.3,115.87,40.05,347.36,385.57,25.59
2020-12-01 11:30:00,5,2296.45,3.91,37.36,174.52,41.49,368.42,406.17,25.08
2020-12-01 12:30:00,5,934.6,0.78,9.85,223.16,56.27,199.31,213.88,5.19
2020-12-01 13:30:00,5,761.03,0.43,6,223.16,46.25,164.4,175.59,4.69
2020-12-01 14:30:00,5,714.3,0.35,5.91,217.44,41.01,146.49,156.52,5.64
2020-12-01 15:30:00,5,947.95,0.94,19.54,175.95,36.72,152.05,166.97,15.2
2020-12-01 16:30:00,5,1348.5,0.8,39.41,120.16,32.42,171.22,194.3,25.59
2020-12-01 17:30:00,5,1668.93,0.06,52.78,78.68,28.61,188.15,218.44,32.17
2020-12-01 18:30:00,5,1949.31,0,60.32,51.5,26.46,209.07,246.81,38
2020-12-01 19:30:00,5,2189.64,0,59.63,36.84,24.56,238.9,283.16,41.04
2020-12-01 20:30:00,5,2296.45,0,54.15,38.62,23.37,268.89,315.02,38.51
2020-12-01 21:30:00,5,2323.15,0,49.35,45.78,22.65,299.57,345.23,28.88
2020-12-01 22:30:00,5,2563.48,0.01,54.15,31.47,19.79,339.13,388.98,21.53
2020-12-01 23:30:00,5,2643.59,0.04,56.21,20.56,16.93,365.17,415.02,17.99
2020-12-02 00:30:00,5,2536.77,0.09,52.78,14.66,14.54,375.4,420.6,18.75
2020-12-02 01:30:00,5,2456.67,0.15,49.35,11.44,15.5,385.38,426.86,23.56
2020-12-02 02:30:00,5,2403.26,0.26,47.98,8.76,18.36,397.56,437.17,30.4
2020-12-02 03:30:00,5,2376.56,0.5,46.61,6.08,21.22,409.15,447.83,34.96
2020-12-02 04:30:00,5,2323.15,0.96,44.55,3.84,18.84,419.91,457.66,26.09
2020-12-02 05:30:00,5,2296.45,1.52,41.81,3.04,15.02,426.01,462.83,15.07
2020-12-02 06:30:00,5,2323.15,2.38,41.13,3.09,14.19,425.09,461.9,10.51
2020-12-02 07:30:00,5,2510.07,6.09,45.24,2.1,17.41,426.94,468.88,11.27
2020-12-02 08:30:00,5,2670.29,11.29,47.3,11.98,20.74,415.57,461.7,13.43
2020-12-02 09:30:00,5,1895.9,2.68,31.87,101.57,27.42,325.9,358.99,12.03
2020-12-02 10:30:00,5,1762.39,2.49,25.02,141.62,27.66,307.09,338.33,15.45
2020-12-02 11:30:00,5,1588.82,1.63,18.34,183.11,30.99,301.21,329.65,15.83
2020-12-02 12:30:00,5,1094.82,0.47,6.68,226.02,42.44,247.87,265.21,5.76
2020-12-02 13:30:00,5,961.3,0.32,4.97,226.02,33.38,203.36,217.06,5.64
2020-12-02 14:30:00,5,921.25,0.28,5.23,223.16,27.42,178.04,189.94,6.9
2020-12-02 15:30:00,5,1054.76,0.49,13.54,194.55,25.75,176.27,190.18,12.92
2020-12-02 16:30:00,5,1335.14,0.36,27.08,154.5,24.56,192.52,211.91,20.77
2020-12-02 17:30:00,5,1602.17,0.03,38.39,115.87,22.41,210.41,235.16,25.84
2020-12-02 18:30:00,5,2002.72,0,53.47,75.1,21.46,237.69,270.59,32.42
2020-12-02 19:30:00,5,2456.67,0,63.75,42.56,21.94,275.65,319.75,36.48
2020-12-02 20:30:00,5,2777.1,0.01,65.12,28.25,23.13,308.5,361.46,32.93
2020-12-02 21:30:00,5,2964.02,0.03,64.43,22.53,24.56,332.02,389.66,32.93
